"County","Positive†","Deaths*","Snapshot"
"Douglas",912,17,2020-11-29
"Gilliam",22,0,2020-11-29
"Grant",134,1,2020-11-29
"Harney",96,1,2020-11-29
"Hood River",394,1,2020-11-29
"Jackson",3644,28,2020-11-29
"Jefferson",808,11,2020-11-29
"Josephine",510,4,2020-11-29
"Klamath",760,4,2020-11-29
"Lake",117,1,2020-11-29
"Lane",4202,41,2020-11-29
"Lincoln",613,15,2020-11-29
"Linn",1385,22,2020-11-29
"Malheur",2379,42,2020-11-29
"Marion",9017,137,2020-11-29
"Morrow",651,7,2020-11-29
"Multnomah",15875,232,2020-11-29
"Polk",1168,16,2020-11-29
"Sherman",23,0,2020-11-29
"Tillamook",123,0,2020-11-29
"Umatilla",4301,49,2020-11-29
"Union",771,5,2020-11-29
"Wallowa",71,3,2020-11-29
"Wasco",519,19,2020-11-29
"Washington",9974,99,2020-11-29
"Wheeler",3,0,2020-11-29
"Yamhill",1648,16,2020-11-29
"Baker",431,5,2020-12-29
"Benton",1305,11,2020-12-29
"Clackamas",9736,111,2020-12-29
"Clatsop",529,3,2020-12-29
"Columbia",813,13,2020-12-29
"Coos",708,6,2020-12-29
"Crook",428,7,2020-12-29
"Curry",273,3,2020-12-29
"Deschutes",3842,22,2020-12-29
"Douglas",1341,37,2020-12-29
"Gilliam",34,1,2020-12-29
"Grant",169,1,2020-12-29
"Harney",131,1,2020-12-29
"Hood River",780,11,2020-12-29
"Jackson",5685,68,2020-12-29
"Jefferson",1381,16,2020-12-29
"Josephine",1125,20,2020-12-29
"Klamath",1832,16,2020-12-29
"Lake",190,4,2020-12-29
"Lane",6672,89,2020-12-29
"Lincoln",857,17,2020-12-29
"Linn",2552,32,2020-12-29
"Malheur",2820,50,2020-12-29
"Marion",13532,207,2020-12-29
"Morrow",794,8,2020-12-29
"Multnomah",24698,383,2020-12-29
"Polk",1909,25,2020-12-29
"Sherman",31,0,2020-12-29
"Tillamook",292,0,2020-12-29
"Umatilla",5417,56,2020-12-29
"Union",971,13,2020-12-29
"Wallowa",76,3,2020-12-29
"Wasco",867,22,2020-12-29
"Washington",15728,138,2020-12-29
"Wheeler",16,0,2020-12-29
"Yamhill",2580,34,2020-12-29
"Baker",488,5,2021-01-05
"Benton",1403,11,2021-01-05
"Clackamas",10406,112,2021-01-05
"Clatsop",588,3,2021-01-05
"Columbia",894,15,2021-01-05
"Coos",808,12,2021-01-05
"Crook",471,7,2021-01-05
"Curry",295,3,2021-01-05
"Deschutes",4207,22,2021-01-05
"Douglas",1453,40,2021-01-05
"Gilliam",39,1,2021-01-05
"Grant",170,1,2021-01-05
"Harney",143,2,2021-01-05
"Hood River",843,17,2021-01-05
"Jackson",6108,72,2021-01-05
"Jefferson",1540,18,2021-01-05
"Josephine",1314,22,2021-01-05
"Klamath",2022,18,2021-01-05
"Lake",201,4,2021-01-05
"Lane",7227,94,2021-01-05
"Lincoln",912,17,2021-01-05
"Linn",2740,33,2021-01-05
"Malheur",2926,50,2021-01-05
"Marion",14561,215,2021-01-05
"Morrow",843,8,2021-01-05
"Multnomah",26028,394,2021-01-05
"Polk",2084,33,2021-01-05
"Sherman",31,0,2021-01-05
"Tillamook",327,0,2021-01-05
"Umatilla",5863,57,2021-01-05
"Union",992,15,2021-01-05
"Wallowa",80,3,2021-01-05
"Wasco",930,22,2021-01-05
"Washington",16735,145,2021-01-05
"Wheeler",17,1,2021-01-05
"Yamhill",2764,34,2021-01-05
"Baker",589,5,2021-01-30
"Benton",1891,14,2021-01-30
"Clackamas",12410,145,2021-01-30
"Clatsop",732,5,2021-01-30
"Columbia",1103,19,2021-01-30
"Coos",1070,16,2021-01-30
"Crook",682,15,2021-01-30
"Curry",329,5,2021-01-30
"Deschutes",5378,43,2021-01-30
"Douglas",1843,48,2021-01-30
"Gilliam",53,1,2021-01-30
"Grant",217,1,2021-01-30
"Harney",195,6,2021-01-30
"Hood River",1009,23,2021-01-30
"Jackson",7416,98,2021-01-30
"Jefferson",1766,25,2021-01-30
"Josephine",1925,36,2021-01-30
"Klamath",2611,51,2021-01-30
"Lake",267,5,2021-01-30
"Lane",9033,113,2021-01-30
"Lincoln",1061,18,2021-01-30
"Linn",3289,50,2021-01-30
"Malheur",3250,56,2021-01-30
"Marion",17117,256,2021-01-30
"Morrow",979,11,2021-01-30
"Multnomah",29799,474,2021-01-30
"Polk",2659,41,2021-01-30
"Sherman",49,0,2021-01-30
"Tillamook",377,2,2021-01-30
"Umatilla",7115,74,2021-01-30
"Union",1168,17,2021-01-30
"Wallowa",100,3,2021-01-30
"Wasco",1150,23,2021-01-30
"Washington",19687,186,2021-01-30
"Wheeler",22,1,2021-01-30
"Yamhill",3388,52,2021-01-30
"Baker",611,7,2021-02-15
"Benton",2151,14,2021-02-15
"Clackamas",13018,160,2021-02-15
"Clatsop",761,6,2021-02-15
"Columbia",1167,21,2021-02-15
"Coos",1250,17,2021-02-15
"Crook",740,16,2021-02-15
"Curry",367,6,2021-02-15
"Deschutes",5671,52,2021-02-15
"Douglas",2116,51,2021-02-15
"Gilliam",53,1,2021-02-15
"Grant",220,1,2021-02-15
"Harney",243,6,2021-02-15
"Hood River",1045,27,2021-02-15
"Jackson",7861,106,2021-02-15
"Jefferson",1877,26,2021-02-15
"Josephine",2171,45,2021-02-15
"Klamath",2711,54,2021-02-15
"Lake",346,6,2021-02-15
"Lane",9755,121,2021-02-15
"Lincoln",1114,18,2021-02-15
"Linn",3478,53,2021-02-15
"Malheur",3298,57,2021-02-15
"Marion",17929,272,2021-02-15
"Morrow",1011,13,2021-02-15
"Multnomah",31067,503,2021-02-15
"Polk",2891,42,2021-02-15
"Sherman",52,0,2021-02-15
"Tillamook",391,2,2021-02-15
"Umatilla",7438,77,2021-02-15
"Union",1238,19,2021-02-15
"Wallowa",133,4,2021-02-15
"Wasco",1209,24,2021-02-15
"Washington",20547,206,2021-02-15
"Wheeler",22,1,2021-02-15
"Yamhill",3624,60,2021-02-15
"Baker",691,11,2021-03-15
"Benton",2445,18,2021-03-15
"Clackamas",13731,193,2021-03-15
"Clatsop",789,6,2021-03-15
"Columbia",1298,23,2021-03-15
"Coos",1716,21,2021-03-15
"Crook",786,18,2021-03-15
"Curry",483,7,2021-03-15
"Deschutes",6119,68,2021-03-15
"Douglas",2713,58,2021-03-15
"Gilliam",54,1,2021-03-15
"Grant",248,1,2021-03-15
"Harney",279,6,2021-03-15
"Hood River",1074,29,2021-03-15
"Jackson",8807,120,2021-03-15
"Jefferson",1992,30,2021-03-15
"Josephine",2521,58,2021-03-15
"Klamath",2881,55,2021-03-15
"Lake",390,6,2021-03-15
"Lane",10485,134,2021-03-15
"Lincoln",1155,20,2021-03-15
"Linn",3675,57,2021-03-15
"Malheur",3373,58,2021-03-15
"Marion",18879,290,2021-03-15
"Morrow",1054,14,2021-03-15
"Multnomah",32427,553,2021-03-15
"Polk",3135,46,2021-03-15
"Sherman",53,0,2021-03-15
"Tillamook",454,2,2021-03-15
"Umatilla",7757,82,2021-03-15
"Union",1338,20,2021-03-15
"Wallowa",144,5,2021-03-15
"Wasco",1231,26,2021-03-15
"Washington",21739,218,2021-03-15
"Wheeler",23,1,2021-03-15
"Yamhill",3849,69,2021-03-15
